work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-001512,VEH-0195,2025-02-22,Engine Service,,6.6,25319.39,91.1,,TEC-069
WO-001513,VEH-0195,2025-11-03,Firmware Update,,1.1,43086.43,73.8,,TEC-160
WO-001514,VEH-0120,2024-06-11,Motor Overhaul,"Motor, ESC",,1513.51,85.8,1.0,TEC-094
WO-001515,VEH-0120,2024-02-27,Frame Repair,Propeller x2,4.3,26494.59,34.4,1.0,TEC-056
WO-001516,VEH-0120,2024-12-30,Motor Overhaul,Propeller x2,6.2,14729.52,49.7,0.0,TEC-003
WO-001517,VEH-0120,2024-09-10,Tyre Change,Battery Pack,12.5,39097.58,25.9,1.0,TEC-147
WO-001518,VEH-0120,2024-09-16,Motor Overhaul,Battery Pack,7.1,4451.88,84.6,0.0,TEC-033
WO-001519,VEH-0545,2024-11-30,Landing Gear Fix,Battery Pack,4.6,42228.0,3.0,0.0,TEC-177
WO-001520,VEH-0545,2024-11-25,Propeller Replacement,"Brake Pads, Fluid",12.2,18850.45,10.1,0.0,TEC-128
WO-001521,VEH-0545,2025-02-18,Motor Overhaul,"Brake Pads, Fluid",1.6,47844.86,66.4,,TEC-152
WO-001522,VEH-0545,2024-01-28,Propeller Replacement,"Brake Pads, Fluid",1.2,32412.16,60.4,,TEC-175
WO-001523,VEH-0474,2025-08-02,Brake Pad Replacement,"Brake Pads, Fluid",13.9,26175.6,71.7,1.0,TEC-110
WO-001524,VEH-0474,2025-05-16,Frame Repair,,3.8,39387.85,84.5,0.0,TEC-195
WO-001525,VEH-0474,2025-04-14,Motor Overhaul,"Motor, ESC",4.7,16496.28,4.4,0.0,TEC-084
WO-001526,VEH-0474,2025-06-01,Firmware Update,"Motor, ESC",9.3,11005.92,76.6,1.0,TEC-075
WO-001527,VEH-0488,2024-04-08,Firmware Update,Battery Pack,12.3,33276.02,24.0,0.0,TEC-042
WO-001528,VEH-0488,2024-11-21,Brake Pad Replacement,Battery Pack,4.9,47434.82,36.1,1.0,TEC-014
WO-001529,VEH-0040,2024-07-07,Firmware Update,"Motor, ESC",0.5,40440.25,9.4,,TEC-020
WO-001530,VEH-0543,2025-05-12,Engine Service,"Motor, ESC",2.6,17480.89,55.5,1.0,TEC-057
WO-001531,VEH-0543,2024-03-17,Motor Overhaul,"Motor, ESC",3.1,24640.94,72.0,1.0,TEC-204
WO-001532,VEH-0543,2024-08-18,Firmware Update,,6.0,33654.33,63.0,,TEC-155
WO-001533,VEH-0567,2024-06-12,Brake Pad Replacement,,1.0,41708.45,9.9,1.0,TEC-146
WO-001534,VEH-0567,2024-08-16,Tyre Change,Landing Skid,10.9,39781.73,27.5,,TEC-158
WO-001535,VEH-0208,2024-01-27,Landing Gear Fix,Landing Skid,7.2,29634.05,35.1,,TEC-070
WO-001536,VEH-0578,2024-04-25,Battery Pack Swap,,1.1,21260.94,10.8,0.0,TEC-206
WO-001537,VEH-0060,2024-02-07,Tyre Change,Propeller x2,5.5,8359.47,65.7,0.0,TEC-080
WO-001538,VEH-0060,2025-04-19,Routine Inspection,"Motor, ESC",0.6,11389.35,49.4,0.0,TEC-081
WO-001539,VEH-0060,2024-03-19,Motor Overhaul,"Motor, ESC",1.4,24349.18,76.1,0.0,TEC-176
WO-001540,VEH-0060,2024-12-03,Firmware Update,,6.1,17767.61,27.2,1.0,TEC-202
WO-001541,VEH-9794,2024-06-02,Routine Inspection,Battery Pack,3.3,42824.71,14.2,1.0,TEC-014
WO-001542,VEH-0525,2024-06-11,Engine Service,"Brake Pads, Fluid",12.1,5459.59,15.6,1.0,TEC-194
WO-001543,VEH-0525,2024-07-26,Routine Inspection,,5.0,4043.56,32.1,0.0,TEC-178
WO-001544,VEH-0525,2024-01-05,Frame Repair,,3.1,45123.81,77.2,0.0,TEC-024
WO-001545,VEH-0583,2025-12-06,Propeller Replacement,Propeller x2,6.1,13372.58,25.2,1.0,TEC-116
WO-001546,VEH-0621,2024-08-28,Brake Pad Replacement,"Motor, ESC",5.8,32935.86,21.1,,TEC-058
WO-001547,VEH-0621,2024-11-10,Tyre Change,Landing Skid,12.1,15316.29,34.8,,TEC-049
WO-001548,VEH-0072,2025-06-25,Engine Service,Propeller x2,5.3,27239.19,46.8,1.0,TEC-033
WO-001549,VEH-0072,2024-10-21,Brake Pad Replacement,,,39072.15,11.4,0.0,TEC-078
WO-001550,VEH-0466,2024-03-19,Tyre Change,Battery Pack,13.7,26589.08,79.2,0.0,TEC-028
WO-001551,VEH-0466,2024-07-27,Routine Inspection,,7.2,35732.0,42.2,1.0,TEC-075
WO-001552,VEH-0466,2024-04-21,Tyre Change,Battery Pack,12.8,39488.45,9.2,1.0,TEC-122
WO-001553,VEH-0466,2025-06-21,Engine Service,Landing Skid,11.2,32784.45,14.4,0.0,TEC-163
WO-001554,VEH-0466,2025-07-03,Firmware Update,Propeller x2,7.8,8258.64,60.0,,TEC-091
WO-001555,VEH-0466,2024-01-30,Frame Repair,"Brake Pads, Fluid",5.7,3010.13,15.1,1.0,TEC-150
WO-001556,VEH-0053,2024-04-06,Tyre Change,Propeller x2,7.6,40466.4,84.4,1.0,TEC-041
WO-001557,VEH-0053,2024-07-24,Propeller Replacement,"Motor, ESC",8.5,36226.53,39.0,,TEC-117
WO-001558,VEH-0053,2024-10-14,Landing Gear Fix,"Brake Pads, Fluid",8.6,12018.55,18.2,1.0,TEC-093
WO-001559,VEH-0492,2025-03-14,Landing Gear Fix,Battery Pack,6.5,25021.17,93.6,,TEC-008
WO-001560,VEH-0492,2024-03-06,Routine Inspection,"Brake Pads, Fluid",3.0,28568.87,35.4,1.0,TEC-088
WO-001561,VEH-0017,2024-11-10,Tyre Change,"Brake Pads, Fluid",6.1,2427.96,9.8,1.0,TEC-139
WO-001562,VEH-0017,2025-04-04,Propeller Replacement,"Brake Pads, Fluid",12.9,47747.57,24.2,0.0,TEC-040
WO-001563,VEH-0017,2024-05-19,Firmware Update,Battery Pack,5.5,32951.11,86.7,,TEC-053
WO-001564,VEH-0017,2024-09-02,Firmware Update,,4.2,12151.77,56.2,1.0,TEC-128
WO-001565,VEH-0017,2024-01-12,Motor Overhaul,"Motor, ESC",6.5,31942.92,18.8,1.0,TEC-054
WO-001566,VEH-0577,2024-05-28,Tyre Change,Propeller x2,0.6,35595.36,23.0,1.0,TEC-063
WO-001567,VEH-0577,2024-08-25,Tyre Change,"Motor, ESC",7.6,28839.01,78.5,0.0,TEC-116
WO-001568,VEH-0393,2025-04-12,Propeller Replacement,"Brake Pads, Fluid",7.4,45111.32,83.3,1.0,TEC-113
WO-001569,VEH-0393,2024-07-24,Propeller Replacement,"Motor, ESC",3.7,40339.0,58.0,1.0,TEC-108
WO-001570,VEH-0386,2025-06-15,Battery Pack Swap,Battery Pack,12.2,13270.86,82.1,,TEC-188
WO-001571,VEH-0445,2024-10-17,Routine Inspection,Propeller x2,9.6,34590.83,26.3,1.0,TEC-216
WO-001572,VEH-0445,2024-02-04,Brake Pad Replacement,,5.5,17461.31,49.0,1.0,TEC-107
WO-001573,VEH-0445,2025-05-26,Routine Inspection,"Motor, ESC",8.7,27268.8,28.7,,TEC-148
WO-001574,VEH-0445,2025-01-31,Engine Service,"Brake Pads, Fluid",2.4,47712.75,38.1,0.0,TEC-030
WO-001575,VEH-0445,2024-08-20,Brake Pad Replacement,Propeller x2,4.8,17587.39,37.5,1.0,TEC-014
WO-001576,VEH-0445,2024-12-04,Brake Pad Replacement,,11.1,34772.41,38.9,1.0,TEC-046
WO-001577,VEH-0238,2025-05-26,Routine Inspection,"Motor, ESC",11.0,41369.38,6.5,0.0,TEC-010
WO-001578,VEH-0238,2024-10-26,Battery Pack Swap,Propeller x2,10.1,1292.18,77.9,0.0,TEC-188
WO-001579,VEH-0281,2025-02-04,Landing Gear Fix,,9.4,28127.48,84.9,0.0,TEC-137
WO-001580,VEH-0281,2024-03-21,Propeller Replacement,,8.5,29406.3,1.2,,TEC-112
WO-001581,VEH-0281,2024-01-23,Brake Pad Replacement,,3.6,37000.81,4.9,,TEC-069
WO-001582,VEH-0281,2025-05-09,Tyre Change,"Brake Pads, Fluid",6.7,25534.06,17.6,,TEC-189
WO-001583,VEH-0281,2024-02-16,Brake Pad Replacement,Battery Pack,-,36198.4,4.0,0.0,TEC-048
WO-001584,VEH-0413,2024-11-04,Routine Inspection,"Brake Pads, Fluid",12.6,36894.1,12.3,1.0,TEC-088
WO-001585,VEH-0413,2024-08-22,Tyre Change,"Motor, ESC",8.4,39893.71,61.3,1.0,TEC-200
WO-001586,VEH-0413,2025-01-02,Brake Pad Replacement,Propeller x2,6.8,27431.49,51.6,0.0,TEC-189
WO-001587,VEH-0028,2024-07-07,Engine Service,"Brake Pads, Fluid",3.2,10056.84,85.2,1.0,TEC-204
WO-001588,VEH-0028,2024-01-18,Landing Gear Fix,"Brake Pads, Fluid",13.6,12915.22,91.2,,TEC-184
WO-001589,VEH-0028,2024-02-01,Routine Inspection,,5.6,20728.76,16.4,1.0,TEC-095
WO-001590,VEH-0728,2025-04-16,Brake Pad Replacement,Landing Skid,11.7,11499.9,35.3,0.0,TEC-102
WO-001591,VEH-0728,2024-03-12,Firmware Update,,10.3,28462.68,26.6,0.0,TEC-215
WO-001592,VEH-0728,2024-06-07,Routine Inspection,"Brake Pads, Fluid",1.0,39944.66,58.2,1.0,TEC-102
WO-001593,VEH-0728,2025-03-26,Landing Gear Fix,Landing Skid,7.8,25030.23,73.8,1.0,TEC-142
WO-001594,VEH-0728,2024-05-12,Routine Inspection,"Brake Pads, Fluid",4.2,20667.82,16.1,1.0,TEC-085
WO-001595,VEH-0184,2024-10-20,Motor Overhaul,"Brake Pads, Fluid",3.4,31201.42,40.4,0.0,TEC-164
WO-001596,VEH-0483,2024-06-06,Propeller Replacement,"Brake Pads, Fluid",3.6,40061.26,38.1,0.0,TEC-177
WO-001597,VEH-0483,2024-10-07,Routine Inspection,,7.9,35245.88,61.4,0.0,TEC-203
WO-001598,VEH-0483,2024-07-20,Tyre Change,"Brake Pads, Fluid",4.6,24877.29,24.9,,TEC-177
WO-001599,VEH-0483,2024-04-22,Battery Pack Swap,Landing Skid,1.4,25067.12,90.9,,TEC-158
WO-001600,VEH-0483,2025-06-03,Battery Pack Swap,Battery Pack,2.5,2578.46,74.4,1.0,TEC-116
WO-001601,VEH-0597,2024-04-22,Tyre Change,"Brake Pads, Fluid",9.5,5300.33,9.7,1.0,TEC-216
WO-001602,VEH-0661,2024-10-09,Tyre Change,Battery Pack,-,33769.06,34.6,1.0,TEC-178
WO-001603,VEH-0170,2024-10-18,Engine Service,,13.5,25233.36,13.4,1.0,TEC-091
WO-001604,VEH-0170,2024-03-28,Brake Pad Replacement,,4.5,17264.53,78.2,1.0,TEC-092
WO-001605,VEH-0149,2024-07-14,Battery Pack Swap,,10.2,18455.09,84.0,0.0,TEC-120
WO-001606,VEH-0070,2024-03-05,Routine Inspection,,4.4,38752.05,68.2,0.0,TEC-071
WO-001607,VEH-0070,2025-04-17,Engine Service,,2.3,14876.1,79.5,1.0,TEC-015
WO-001609,VEH-0070,2024-08-19,Engine Service,"Brake Pads, Fluid",4.6,3354.06,47.5,1.0,TEC-027
WO-001610,VEH-0070,2024-10-12,Tyre Change,"Motor, ESC",8.8,40700.77,46.2,0.0,TEC-093
WO-001611,VEH-0318,2024-09-09,Brake Pad Replacement,,12.7,42631.34,54.5,0.0,TEC-012
WO-001613,VEH-0318,2024-10-08,Battery Pack Swap,"Motor, ESC",2.4,33574.03,33.0,1.0,TEC-074
WO-001614,VEH-0318,2024-10-06,Landing Gear Fix,,9.7,33276.76,13.9,1.0,TEC-211
WO-001615,VEH-0318,2025-04-17,Landing Gear Fix,,8.4,5133.24,60.7,1.0,TEC-180
WO-001616,VEH-0318,2025-04-14,Routine Inspection,Landing Skid,3.8,37409.69,87.7,0.0,TEC-155
WO-001617,VEH-0102,2025-01-25,Routine Inspection,"Brake Pads, Fluid",11.1,10034.59,38.7,0.0,TEC-044
WO-001618,VEH-0102,2024-04-13,Tyre Change,Propeller x2,0.7,28799.17,94.2,,TEC-209
WO-001619,VEH-0102,2024-11-29,Tyre Change,"Motor, ESC",11.9,9205.8,76.5,1.0,TEC-209
WO-001620,VEH-0546,2025-05-08,Engine Service,,10.7,41853.39,82.9,1.0,TEC-157
WO-001621,VEH-0546,2024-06-10,Battery Pack Swap,,6.7,42323.85,33.2,1.0,TEC-031
WO-001622,VEH-0546,2024-09-12,Propeller Replacement,,5.2,22898.76,14.5,1.0,TEC-015
WO-001623,VEH-0546,2025-05-13,Brake Pad Replacement,Landing Skid,11.4,11004.36,16.7,1.0,TEC-160
WO-001624,VEH-0546,2025-02-07,Motor Overhaul,,8.4,34765.81,70.9,1.0,TEC-188
WO-001625,VEH-0546,2024-03-20,Frame Repair,Propeller x2,,41428.36,21.3,1.0,TEC-166
WO-001626,VEH-0455,2024-04-28,Engine Service,Battery Pack,7.1,29496.73,88.9,,TEC-099
WO-001627,VEH-0455,2024-11-23,Tyre Change,,5.1,16337.5,52.8,1.0,TEC-178
WO-001628,VEH-0455,2024-01-01,Routine Inspection,Landing Skid,6.4,33703.16,13.2,1.0,TEC-128
WO-001629,VEH-0455,2025-06-25,Routine Inspection,Battery Pack,8.3,29371.79,73.7,0.0,TEC-056
WO-001630,VEH-9201,2024-05-05,Propeller Replacement,,11.7,2432.6,93.9,0.0,TEC-130
WO-001631,VEH-0455,2024-05-05,Motor Overhaul,Battery Pack,6.1,16066.09,72.0,0.0,TEC-116
WO-001632,VEH-0117,2024-02-23,Engine Service,Propeller x2,,16582.28,23.8,0.0,TEC-040
WO-001633,VEH-0117,2024-02-01,Landing Gear Fix,Propeller x2,10.6,10992.82,23.8,0.0,TEC-017
WO-001634,VEH-0117,2024-01-31,Battery Pack Swap,"Brake Pads, Fluid",1.9,31746.13,34.6,1.0,TEC-073
WO-001635,VEH-0117,2024-01-26,Engine Service,"Motor, ESC",10.5,16453.08,65.4,1.0,TEC-076
WO-001636,VEH-0417,2024-08-30,Motor Overhaul,"Brake Pads, Fluid",10.5,31139.82,72.9,1.0,TEC-005
WO-001637,VEH-0417,2024-01-31,Battery Pack Swap,Landing Skid,1.4,42766.01,18.3,1.0,TEC-058
WO-001638,VEH-0417,2025-01-14,Routine Inspection,,4.8,39832.16,46.1,1.0,TEC-012
WO-001639,VEH-0417,2024-05-06,Tyre Change,Propeller x2,10.1,14721.48,39.0,1.0,TEC-201
WO-001640,VEH-0417,2025-04-11,Frame Repair,"Brake Pads, Fluid",13.9,40100.2,54.4,,TEC-208
WO-001641,VEH-0629,2024-09-02,Tyre Change,Battery Pack,1.8,9194.85,4.9,0.0,TEC-176
WO-001642,VEH-0629,2025-04-25,Tyre Change,Landing Skid,13.8,25349.71,44.6,0.0,TEC-052
WO-001643,VEH-0027,2025-03-14,Routine Inspection,,1.3,33282.14,53.5,,TEC-002
WO-001644,VEH-0027,2024-11-23,Landing Gear Fix,"Brake Pads, Fluid",2.0,41764.16,36.3,,TEC-090
WO-001645,VEH-0206,2024-07-11,Engine Service,Battery Pack,1.5,31292.04,68.3,0.0,TEC-021
WO-001646,VEH-0206,2024-09-16,Motor Overhaul,,8.0,39164.11,79.9,,TEC-108
WO-001647,VEH-0206,2024-10-31,Routine Inspection,"Motor, ESC",4.3,35948.21,32.1,0.0,TEC-045
WO-001648,VEH-0206,2025-02-01,Landing Gear Fix,,4.8,42155.97,94.7,1.0,TEC-067
WO-001649,VEH-0569,2024-06-01,Engine Service,Battery Pack,4.7,33909.17,21.1,1.0,TEC-184
WO-001650,VEH-0569,2024-07-29,Brake Pad Replacement,Battery Pack,6.2,21457.92,16.4,1.0,TEC-136
WO-001651,VEH-0569,2024-08-02,Brake Pad Replacement,,4.2,35269.7,8.7,,TEC-195
WO-001652,VEH-0569,2024-05-10,Landing Gear Fix,Landing Skid,1.9,16643.23,8.6,1.0,TEC-183
WO-001653,VEH-0569,2024-05-16,Frame Repair,Landing Skid,10.1,45616.96,48.5,0.0,TEC-138
WO-001654,VEH-0569,2024-05-28,Frame Repair,"Motor, ESC",11.3,28753.46,67.4,0.0,TEC-198
WO-001656,VEH-0168,2024-09-13,Brake Pad Replacement,Battery Pack,10.1,2284.95,26.0,0.0,TEC-177
WO-001657,VEH-0004,2024-03-24,Motor Overhaul,"Brake Pads, Fluid",1.1,14703.94,21.4,0.0,TEC-054
WO-001658,VEH-0004,2024-01-01,Propeller Replacement,Propeller x2,13.6,18608.65,20.6,1.0,TEC-120
WO-001659,VEH-0004,2024-11-19,Routine Inspection,,10.0,33356.43,76.5,1.0,TEC-059
WO-001660,VEH-0611,2025-04-13,Frame Repair,Battery Pack,10.7,17170.06,47.9,1.0,TEC-080
WO-001661,VEH-0611,2024-03-13,Routine Inspection,,9.7,33578.86,12.1,1.0,TEC-093
WO-001662,VEH-0558,2024-08-08,Tyre Change,"Brake Pads, Fluid",2.0,31688.93,20.7,1.0,TEC-072
WO-001663,VEH-0558,2024-04-25,Propeller Replacement,Propeller x2,5.1,10913.44,28.3,0.0,TEC-100
WO-001664,VEH-0558,2024-04-07,Landing Gear Fix,Battery Pack,8.9,13993.15,36.2,,TEC-006
WO-001665,VEH-0558,2024-05-14,Routine Inspection,"Brake Pads, Fluid",3.9,10071.48,46.3,0.0,TEC-052
WO-001666,VEH-0558,2024-02-23,Frame Repair,"Brake Pads, Fluid",2.7,7181.06,52.6,0.0,TEC-069
WO-001667,VEH-0558,2024-05-30,Engine Service,Landing Skid,5.2,5731.65,21.1,0.0,TEC-063
WO-001668,VEH-0595,2025-06-27,Routine Inspection,"Brake Pads, Fluid",0.9,36982.16,44.6,0.0,TEC-067
WO-001669,VEH-0595,2024-06-18,Battery Pack Swap,Propeller x2,4.7,27266.99,11.7,0.0,TEC-171
WO-001670,VEH-0595,2024-06-17,Brake Pad Replacement,,12.5,3214.8,23.4,1.0,TEC-038
WO-001671,VEH-0595,2024-01-16,Routine Inspection,"Brake Pads, Fluid",2.3,43189.12,64.8,1.0,TEC-026
WO-001672,VEH-0595,2025-06-27,Tyre Change,"Brake Pads, Fluid",3.5,28713.13,92.0,0.0,TEC-105
WO-001673,VEH-0595,2025-12-02,Motor Overhaul,Battery Pack,12.3,3392.15,33.3,0.0,TEC-078
WO-001674,VEH-0400,2024-01-26,Firmware Update,"Brake Pads, Fluid",2.1,39515.73,28.0,1.0,TEC-218
WO-001675,VEH-0539,2024-07-25,Brake Pad Replacement,Landing Skid,9.9,15104.58,59.5,0.0,TEC-160
WO-001676,VEH-0539,2025-05-20,Firmware Update,Propeller x2,3.1,46880.05,24.5,0.0,TEC-046
WO-001677,VEH-0539,2024-03-11,Motor Overhaul,,10.1,24406.86,24.9,1.0,TEC-111
WO-001678,VEH-0539,2024-10-18,Landing Gear Fix,,0.8,36127.29,29.7,1.0,TEC-211
WO-001679,VEH-0551,2024-04-09,Routine Inspection,"Brake Pads, Fluid",11.5,41809.07,69.4,1.0,TEC-201
WO-001680,VEH-0551,2024-11-14,Frame Repair,"Brake Pads, Fluid",8.9,17540.82,23.2,0.0,TEC-211
WO-001681,VEH-0623,2024-03-21,Tyre Change,Battery Pack,13.1,4878.71,64.2,0.0,TEC-161
WO-001682,VEH-0623,2024-04-12,Frame Repair,Propeller x2,13.8,38330.07,84.1,,TEC-113
WO-001683,VEH-0623,2024-01-22,Landing Gear Fix,Battery Pack,6.1,34884.21,88.4,0.0,TEC-104
WO-001684,VEH-0623,2024-11-23,Frame Repair,Propeller x2,0.6,21251.08,90.3,1.0,TEC-016
WO-001685,VEH-0623,2024-07-26,Propeller Replacement,Battery Pack,7.5,5398.9,22.4,0.0,TEC-161
WO-001686,VEH-0175,2024-09-28,Motor Overhaul,"Brake Pads, Fluid",10.6,33306.98,48.1,,TEC-097
WO-001687,VEH-0175,2025-03-18,Engine Service,Landing Skid,9.7,1189.58,23.3,0.0,TEC-213
WO-001688,VEH-0175,2025-10-06,Frame Repair,Battery Pack,6.5,11104.25,71.4,1.0,TEC-058
WO-001689,VEH-0285,2024-06-15,Routine Inspection,Landing Skid,12.5,27136.7,53.5,0.0,TEC-114
WO-001690,VEH-0285,2024-02-03,Battery Pack Swap,Landing Skid,8.4,44960.55,2.1,0.0,TEC-071
WO-001691,VEH-0285,2024-07-02,Tyre Change,Battery Pack,9.8,32543.62,15.2,,TEC-131
WO-001692,VEH-0693,2024-10-29,Landing Gear Fix,Battery Pack,7.8,43742.04,40.6,1.0,TEC-009
WO-001693,VEH-0693,2024-07-10,Frame Repair,"Brake Pads, Fluid",3.5,20629.51,92.8,0.0,TEC-127
WO-001694,VEH-0693,2025-05-11,Battery Pack Swap,Propeller x2,6.7,17741.74,33.7,0.0,TEC-158
WO-001695,VEH-0693,2024-07-02,Brake Pad Replacement,"Brake Pads, Fluid",1.1,28062.37,57.7,1.0,TEC-202
WO-001696,VEH-9981,2024-03-16,Firmware Update,,8.5,5457.72,86.8,1.0,TEC-196
WO-001697,VEH-0452,2025-05-06,Landing Gear Fix,Battery Pack,7.3,28197.28,9.4,0.0,TEC-079
WO-001698,VEH-0452,2024-07-20,Landing Gear Fix,Propeller x2,1.3,40191.32,71.4,1.0,TEC-002
WO-001699,VEH-0452,2024-12-23,Firmware Update,Propeller x2,4.4,901.64,78.6,1.0,TEC-049
WO-001700,VEH-0452,2025-05-23,Propeller Replacement,"Brake Pads, Fluid",13.4,24291.93,26.2,1.0,TEC-073
WO-001701,VEH-0452,2024-01-10,Landing Gear Fix,Battery Pack,3.4,19566.28,63.8,1.0,TEC-087
WO-001702,VEH-0452,2024-10-15,Engine Service,Landing Skid,13.9,35582.61,27.8,1.0,TEC-016
WO-001703,VEH-0441,2025-02-06,Battery Pack Swap,,11.6,41028.61,22.9,1.0,TEC-166
WO-001704,VEH-0727,2025-03-07,Motor Overhaul,Battery Pack,12.3,39235.42,92.0,1.0,TEC-001
WO-001705,VEH-0727,2024-03-25,Battery Pack Swap,,1.0,4643.21,29.4,0.0,TEC-001
WO-001707,VEH-0727,2025-01-16,Firmware Update,Propeller x2,12.7,19020.76,1.6,0.0,TEC-173
WO-001708,VEH-0727,2024-12-20,Propeller Replacement,"Brake Pads, Fluid",12.0,20288.96,65.4,0.0,TEC-019
WO-001709,VEH-0727,2024-09-13,Motor Overhaul,,6.1,10841.63,63.6,0.0,TEC-154
WO-001710,VEH-0668,2024-01-30,Motor Overhaul,,9.9,39140.56,50.2,0.0,TEC-186
WO-001711,VEH-0668,2025-06-04,Motor Overhaul,Landing Skid,11.5,19913.55,44.5,,TEC-132
WO-001713,VEH-0668,2024-04-13,Brake Pad Replacement,,12.2,28723.27,87.0,,TEC-086
WO-001714,VEH-0668,2024-01-24,Firmware Update,,11.8,15014.19,2.1,1.0,TEC-017
WO-001715,VEH-0668,2024-12-31,Engine Service,Battery Pack,6.8,3120.95,5.9,1.0,TEC-024
WO-001716,VEH-0350,2025-01-22,Engine Service,"Motor, ESC",4.1,26826.68,39.4,,TEC-179
WO-001717,VEH-0298,2025-03-12,Propeller Replacement,Battery Pack,12.3,1853.77,45.6,0.0,TEC-185
WO-001718,VEH-0298,2024-05-17,Firmware Update,Propeller x2,7.8,30103.37,17.3,,TEC-215
WO-001719,VEH-0298,2025-04-20,Landing Gear Fix,Propeller x2,unknown,41255.33,53.7,0.0,TEC-220
WO-001720,VEH-0612,2025-12-04,Landing Gear Fix,Propeller x2,3.2,27475.07,39.7,0.0,TEC-198
WO-001721,VEH-0613,2024-12-15,Tyre Change,,12.7,28599.12,61.9,1.0,TEC-197
WO-001722,VEH-0613,2024-04-25,Firmware Update,,10.3,42034.14,15.6,0.0,TEC-187
WO-001723,VEH-0613,2024-05-07,Propeller Replacement,,unknown,14339.16,27.0,1.0,TEC-030
WO-001724,VEH-0613,2024-02-27,Tyre Change,Propeller x2,11.5,14777.46,69.7,1.0,TEC-176
WO-001725,VEH-0613,2024-11-23,Engine Service,"Brake Pads, Fluid",2.1,19832.16,51.1,,TEC-203
WO-001726,VEH-0613,2024-07-12,Engine Service,"Brake Pads, Fluid",4.8,42928.93,25.7,1.0,TEC-135
WO-001727,VEH-0024,2024-03-15,Brake Pad Replacement,,5.3,46288.72,58.2,1.0,TEC-083
WO-001728,VEH-0024,2024-10-12,Tyre Change,"Brake Pads, Fluid",11.7,26699.86,9.7,,TEC-146
WO-001729,VEH-0391,2025-05-20,Engine Service,Battery Pack,0.9,33251.0,20.5,0.0,TEC-047
WO-001730,VEH-0159,2025-03-31,Brake Pad Replacement,,3.2,40350.28,52.0,1.0,TEC-111
WO-001731,VEH-0159,2025-03-18,Battery Pack Swap,Battery Pack,-,37917.55,16.8,0.0,TEC-163
WO-001732,VEH-0159,2025-06-30,Motor Overhaul,,5.0,38409.53,41.4,0.0,TEC-046
WO-001733,VEH-0550,2025-05-28,Motor Overhaul,Propeller x2,9.8,16010.61,70.5,0.0,TEC-062
WO-001734,VEH-0550,2024-10-26,Frame Repair,,5.4,30245.78,36.6,1.0,TEC-198
WO-001735,VEH-9493,2024-03-20,Firmware Update,Battery Pack,2.6,32754.21,89.7,0.0,TEC-150
WO-001736,VEH-0550,2024-09-06,Engine Service,Battery Pack,13.6,16085.44,89.5,0.0,TEC-122
WO-001737,VEH-0581,2024-11-21,Propeller Replacement,,13.4,41259.36,95.0,,TEC-089
WO-001738,VEH-0317,2024-10-14,Landing Gear Fix,,11.7,7128.5,56.4,0.0,TEC-051
WO-001739,VEH-0570,2024-10-08,Landing Gear Fix,Propeller x2,6.8,36851.23,28.6,1.0,TEC-029
WO-001740,VEH-0570,2024-01-25,Tyre Change,Battery Pack,8.8,5922.59,89.4,0.0,TEC-026
WO-001741,VEH-0570,2025-04-27,Engine Service,Battery Pack,13.2,44044.79,28.8,1.0,TEC-061
WO-001742,VEH-0570,2025-04-12,Brake Pad Replacement,Landing Skid,8.7,46214.97,49.3,1.0,TEC-037
WO-001743,VEH-0570,2024-12-08,Propeller Replacement,"Brake Pads, Fluid",12.6,14710.29,87.3,0.0,TEC-003
WO-001744,VEH-0570,2024-08-05,Brake Pad Replacement,,4.9,1446.24,17.4,1.0,TEC-066
WO-001745,VEH-0426,2025-05-28,Motor Overhaul,Propeller x2,3.6,47183.19,53.1,0.0,TEC-048
WO-001746,VEH-0426,2025-05-22,Battery Pack Swap,,7.2,26635.17,26.7,0.0,TEC-035
WO-001747,VEH-0426,2024-09-07,Brake Pad Replacement,Propeller x2,8.2,34299.52,67.9,0.0,TEC-220
WO-001748,VEH-0421,2024-05-29,Engine Service,Battery Pack,4.1,36680.66,93.8,,TEC-121
WO-001749,VEH-0579,2024-05-13,Motor Overhaul,"Motor, ESC",12.2,41646.84,9.1,1.0,TEC-092
WO-001750,VEH-0579,2024-12-29,Tyre Change,,1.4,16103.34,87.8,0.0,TEC-100
WO-001751,VEH-0036,2025-02-28,Propeller Replacement,,  ,25311.48,26.4,0.0,TEC-163
WO-001752,VEH-0507,2025-01-22,Propeller Replacement,"Brake Pads, Fluid",4.7,32698.7,85.7,0.0,TEC-182
WO-001753,VEH-0074,2024-03-19,Routine Inspection,Landing Skid,8.1,37576.03,42.5,0.0,TEC-012
WO-001754,VEH-0074,2025-03-18,Brake Pad Replacement,Propeller x2,11.8,8127.4,83.0,0.0,TEC-038
WO-001755,VEH-0148,2024-05-05,Propeller Replacement,Battery Pack,8.8,42487.95,73.0,1.0,TEC-186
WO-001756,VEH-0148,2024-04-22,Brake Pad Replacement,"Motor, ESC",8.3,41729.25,91.9,0.0,TEC-215
WO-001757,VEH-0148,2025-05-24,Firmware Update,,4.5,35979.91,41.5,1.0,TEC-056
WO-001758,VEH-0148,2024-06-13,Landing Gear Fix,Propeller x2,10.5,13857.1,70.3,0.0,TEC-191
